TransactionID,OrderDate,TransactionDate,ShippingDate,CustomerID,ProductID,SKU,StoreID,Warehouse,Country,City,SalesChannel,PaymentMethod,OrderStatus,Quantity,UnitPrice,GrossSales,DiscountPct,DiscountAmount,NetSales,COGS,ShippingCost,ShippingMethod,DeliveryDays,MarketingCost,CampaignID,CampaignName,ReturnFlag,ReturnReason,CancellationFlag,NewVsReturning,InventoryLevel,StockStatus,ProductRating,CustomerSegment,AgeGroup,Gender,AcquisitionSource,LoyaltyTier,ProductName,Brand,ProductCategory,ProductSubcategory,SkinConcern,ProductSizeML,UnitCost,ProductLaunchDate
T904711,12-Apr-21,12/04/2021,13/04/2021,C502062,P1107,LW-EC-ACN-1107,ONLINE,WH-JAP-MAIN,Japan,Tokyo,E-commerce,Digital Wallet,Completed,3,126.43,379.29,0,0,379.29,122.67,5.01,Express,4,0,,-,No,,No,New,156,In Stock,5,Mass,18-24,Female,Influencer,Silver,Soothe Recovery Spot Treatment (200ml),EcoPure,Acne Care,Spot Treatment,Redness,200,40.89,11/03/2020
T921827,04/05/2022,04/05/2022,,C503043,P1008,LW-SE-SUN-1008,S103,WH-SOU-INC,South Korea,Seoul,Retail Store,Digital Wallet,Completed,3,35.36,106.08,0,0,106.08,31.65,0,Store Pickup,0,0,,-,No,N/A,No,Returning,202,In Stock,5,Mass  ,45-54,Female,Affiliate,Gold,Velvet Elixir Sun Cushion (100ml),Seoul Glow,Sunscreen,Sun Cushion,General Care,100,10.55,09/07/2020
T906068,04/26/2022,26/04/2022 0:00,,C506237,P1032,LW-HE-FAC-1032,S111,WH-CHI-GUA,China,Shanghai,Retail Store,Digital Wallet,Completed,5,$4.01,20.05,0,0,20.05,8.3,0,Store Pickup,0,0,,,No,N/A,No,Returning,640,In Stock,,Mass,35-44,Female,Email Campaign,None,Tender Petal Sheet Mask (15ml),Herbal Roots,Face Mask,Sheet Mask,Dryness,15,1.66,03/03/2019
T900432,18/06/2021 0:00,18-Jun-21,20/06/2021,C501789,P1065,LW-CL-ACN-1065,ONLINE,WH-JAP-MAIN,JAPAN,Tokyo,Online Marketplace,Digital Wallet,Completed,4,71.65,286.6,0,0,286.6,115.8,9.56,Express,7,0,,-,No,,No,Returning,279,In Stock,,Mass,18-24,Male,Retail Walk-in,Silver,Silk Root Spot Treatment (200ml),ClearDerm,Acne Care,Spot Treatment,Sensitivity,200,28.95,08/03/2019
T911054,20/08/2024,"August 20, 2024",08/22/2024,C504628,P1088,LW-AU-SUN-1088,S132,WH-IND-MAIN,Indonesia,Surabaya,Distributor,Bank Transfer,Completed,6,101.23,607.38 USD,25,151.84,455.54,214.38,5.19,Freight (B2B),6,2.63,CMP0029,8.8 Beauty Fest 2024,No,Unknown,No,New,787,In Stock,4,Mass,18-24,FEMALE,Affiliate,Silver,Glow Harmony Tinted Sunscreen (200ml),Aurora Prestige,Sunscreen,Tinted Sunscreen,Aging/Wrinkles,200,35.73,24/07/2022
T900444,28/04/2021,28/04/2021,29/04/2021,C505134,P1038,LW-HE-CLE-1038,ONLINE,WH-JAP-MAIN,Japan,Osaka,E-commerce,Credit Card,Completed,3,$19.91,59.73,0,0,59.73,16.14,1.92,Standard,4,0,,,No,,No,New,607,In Stock,,Mass,25-34,Female,Paid Social,None,Dewy Ritual Cleansing Balm (150ml),Herbal Roots,Cleanser,Cleansing Balm,Uneven Texture,150,5.38,03/06/2020
T919022,11/16/2021,16/11/2021,11/17/2021,C504714,P1094,LW-AU-ACN-1094,ONLINE,WH-JAP-MAIN,Japan,Nagoya,E-commerce,Credit Card,Completed,2,15.3,30.6,10,3.06,27.54,11.56,4.64,Standard,6,0.83,CMP0007,11.11 Global Sale 2021,No,N/A,No,Returning,672,In Stock,5,Mass,35 - 44,Male,Email Campaign,Silver,Crystal Shield Spot Treatment (15ml),Aurora Prestige,Acne Care,Spot Treatment,Acne,15,5.78,10/10/2020
T922816,11/05/2022,05/11/2022,12/11/2022 0:00,C506738,P1074,LW-AU-EYE-1074,S112,WH-CHI-MAIN,China,Beijing,Distributor,Bank Transfer,Processing,6,1575.11,9450.66,0%,12914.04,9450.66,3339.54,5.18,Freight (B2B),9,0,,,No,N/A,No,New,429,In Stock,,Mass,55 and above,Male,Marketplace Search,Bronze,Aqua Lift Eye Patch (400ml),Aurora Prestige,Eye Care,Eye Patch,Oiliness,400,556.59,02/09/2019
T904053,17-Mar-24,17/03/2024,19-Mar-24,C503677,P1028,LW-HE-ANT-1028,ONLINE,WH-JAP-MAIN,Japan,Nagoya,Online Marketplace,Store Credit,Completed,2,356.79,713.58,0,0,713.58,323.78,5.12,Standard,5,0,,N/A,No,-,No,Returning,608,In Stock,,VIP,45-54,Other,Email Campaign,None,Silk Essence Wrinkle Cream (400ml),Herbal Roots,Anti-Aging,Wrinkle Cream,Acne,400,161.89,02/07/2020
T917235,14-Sep-22,09/14/2022,"September 21, 2022",C500797,P1098,LW-EC-SUN-1098,ONLINE,WH-SIN-MAIN,Singapore,Singapore,E-COMMERCE,Credit Card,Completed,1,14.04,14.04,0,0,14.04,4.08,8.49,Standard,8,0,,N/A,No,-,No,Returning,517,In Stock,5,Mass,25-34,Female,Influencer,Bronze,Velvet Essence Sun Cushion (50ml),EcoPure,Sunscreen,Sun Cushion,General Care,50,4.08,01/03/2022
T907393,27/11/2024,11/27/2024,,C501299,P1079,LW-AU-MOI-1079,S114,WH-TAI-KAO,Taiwan,Taipei,Retail Store,Digital Wallet,Processing,2,20.34,40.68,5%,2.03,38.65,12,0,Store Pickup,0,0,CMP0081,Retargeting - All Markets 2024,No,N/A,No,Returning,436,In Stock,,Mass,45-54,female,Organic Search,Bronze,Silk Ritual Emulsion (30ml),Aurora Prestige,Moisturizer,Emulsion,General Care,30,6,12/01/2024
T914373,17/04/2023,17/04/2023,04/19/2023,C506802,P1111,LW-EC-EYE-1111,ONLINE,WH-PHI-MAIN,Philippines,Cebu City,Online Market Place,Bank Transfer,Completed,2,907.12,"$1,814.24",0,0,1814.24,468.82,5.75,Express,3,0,,,No,Unknown,No,Returning,689,In Stock,,Mass,25-34,female,Retail Walk-in,None,Fresh Balance Eye Cream (400ml),EcoPure,Eye Care,Eye Cream,Aging/Wrinkles,400,234.41,09/04/2023
T912847,12/29/2022,29/12/2022 0:00,,C505101,P1082,LW-AU-CLE-1082,S116,WH-THA-BAN,Thailand,Chiang Mai,In-Store,Credit Card,Completed,3,70.21,210.63,0,262.5,210.63,54.63,0,Store Pickup,0,0,,-,No,,No,New,206,In Stock,4,VIP,25-34,Male,Paid Social,None,Dewy Recovery Cleansing Balm (200ml),Aurora Prestige,Cleanser,Cleansing Balm,Redness,200,18.21,24/03/2020
T919530,03/04/2023,"April 03, 2023","April 04, 2023",C502494,P1096,LW_EC_ANT_1096,ONLINE,WH-MAL-MAIN,Malaysia,Kuala Lumpur,Social Commerce,Credit Card,Completed,3,172.37,517.11,0,0,517.11,146.4,1.7,Standard,4,0,,-,No,-,No,Returning,394,In Stock,,Mass,18-24,Female,Affiliate,Gold,Silk Complex Collagen Ampoule (100ml),EcoPure,Anti-Aging  ,Collagen Ampoule,Uneven Texture,100,48.8,14/10/2021
T900022,18/09/2024,18/09/2024,19/09/2024,C505030,P1104,LW-EC-TON-1104,ONLINE,WH-THA-MAIN,Thailand,Bangkok,Online Marketplace,Store Credit,Completed,5,18.12,90.6,0,0,90.6,23.05,4.3,Standard,3,0,,-,No,,No,Returning,701,In Stock,3,Mass,25 - 34,Female,Retail Walk-in,Bronze,Aqua Petal Essence Toner (100ml),EcoPure,Toner,Essence Toner,Oiliness,100,4.61,24/07/2022
T909783,03-Feb-24,03/02/2024,,C507062,P1022,LW_SE_BOD_1022,S101,WH-SOU-SEO,South Korea,Incheon,In-Store,Bank Transfer,Completed,1,13.43,13.43,0,0,$13.43,6,0,Store Pickup,0,0,,None,No,N/A,No,Returning,344,In Stock,,Premium,35-44,Female,Marketplace Search,Bronze,Revive Infusion Body Scrub (200ml),Seoul Glow,Body Care,Body Scrub,Aging/Wrinkles,200,6,17/08/2022
T907542,"July 23, 2023","July 23, 2023",26-Jul-23,C502683,P1038,LW-HE-CLE-1038,ONLINE,WH-CHI-MAIN,China,Beijing,E-commerce,Debit Card,Completed,1,19.91,19.91,0,0,19.91,5.38,8.39,Standard,6,0,,-,No,N/A,No,Returning,64,In Stock,,Mass,25 - 34,Male,Distributor B2B,Silver,Dewy Ritual Cleansing Balm (150ml),Herbal Roots,Cleanser,Cleansing Balm,Uneven Texture,150,5.38,03/06/2020
T904553,31/07/2021,31/07/2021,08/06/2021,C504763,P1094,LW-AU-ACN-1094,ONLINE,WH-SOU-MAIN,South Korea,Seoul,Online Marketplace,Debit Card,Completed,4,15.3,61.20 USD,0,0,61.2,23.12,9.7,Express,9,0,,-,No,,No,Returning,619,In Stock,,Mass,35-44,female,Affiliate,None,Crystal Shield Spot Treatment (15ml),Aurora Prestige,Acne Care,Spot Treatment,Acne,15,5.78,10/10/2020
T917576,18/08/2024,18/08/2024,23/08/2024 0:00,C503339,P1049,LW-CL-EYE-1049,ONLINE,WH-SOU-MAIN,South Korea,Seoul,Online Marketplace,Credit Card,Completed,2,162.86,325.72,25,81.43,244.29,109.22,7.37,Standard,9,1.23,CMP0029,8.8 Beauty Fest 2024,No,,No,New,293,In Stock,,Mass,25-34,  Female,Distributor B2B,Gold,Renew Bloom Eye Serum (150ml),ClearDerm,Eye Care,Eye Serum,Pores,150,54.61,02/05/2020
T908725,"January 05, 2024",05-Jan-24,,C505094,P1051,LW-CL-FAC-1051,S111,WH-CHI-GUA,China,Shanghai,RETAIL STORE,Debit Card,Completed,2,18.49,36.98,15,5.55,31.43,9.5,0,Store Pickup,0,0,,N/A,No,Unknown,No,New,680,In Stock,3,Premium,18-24,Unknown,Email Campaign,Platinum,Fresh Ritual Peel-off Mask (50ml),ClearDerm,Face Mask,Peel-off Mask,Uneven Texture,50,4.75,01/07/2019
T900177,11/01/2023,11/01/2023,,C501967,P1046,LW_HE_EYE_1046,S106,WH-JAP-OSA,Japan,Nagoya  ,retail store ,Credit Card,Completed,1,82.4,82.4,0,0,82.4,29.45,0,Store Pickup,0,0,,None,No,,No,New,1,Low Stock,,VIP,35 - 44,Other,Affiliate,Silver,Silk Lift Eye Serum (50ml),Herbal Roots,Eye Care,Eye Serum,Hyperpigmentation,50,29.45,06/01/2023
T905315,18/03/2022,18/03/2022,22/03/2022,C502347,P1119,LW-EC-SER-1119,ONLINE,WH-PHI-MAIN,Philippines,manila,Online Marketplace,Credit Card,Cancelled,4,15.74,62.96,5,3.15,59.81,22.32,9.92,Standard,9,3.3,CMP0049,Loyalty Reward - Philippines 2022,No,,Yes,New,388,In Stock,,Mass,55+,Female,Retail Walk-in,Silver,Botanical Balance Brightening Serum (15ml),EcoPure,Serum,Brightening Serum,Sensitivity,15,5.58,27/05/2021
T911034,11/14/2024,14/11/2024,16/11/2024,C501692,P1077,LW-AU-ACN-1077,ONLINE,WH-IND-MAIN,Indonesia,Jakarta,online marketplace,Credit Card,Completed,1,454.68,454.68,0,0,454.68,115.85,2.34,Standard,4,0,,-,No,,No,New,281,In Stock,,Mass,35-44,Male,Distributor B2B,Bronze,Bright Elixir Blemish Serum (250ml),Aurora Prestige,Acne Care,Blemish Serum,Dullness,250,115.85,19/02/2024
T918043,25-Oct-23,25/10/2023,26/10/2023,C506316,P1037,LW-HE-CLE-1037,ONLINE,WH-AUS-MAIN,Australia,Melbourne,Social Commerce,Cash on Delivery,Completed,2,12.78,25.56,0,0.00 USD,25.56,8.92,3.93,Standard,4,0,,None,No,,No,New,499,In Stock,,Mass,18-24,Female,Email Campaign,None,Dewy Ritual Cleansing Balm (100ml),Herbal Roots,Cleanser,Cleansing Balm,Uneven Texture,100,4.46,03/06/2020
T909756,27/10/2024,"October 27, 2024",11/02/2024,C505734,P1037,LW-HE-CLE-1037,ONLINE,WH-MAL-MAIN,Malaysia,Penang,Online Marketplace,Digital Wallet,Completed,2,12.78,25.56,0,0,25.56,8.92,$8.60,Express,8,0,,None,No,-,No,Returning,415,In Stock,,Mass,18-24,Female,Organic Search,Bronze,Dewy Ritual Cleansing Balm (100ml),Herbal Roots,Cleanser,Cleansing Balm,Uneven Texture,100,4.46,03/06/2020
T921889,02/11/2021,11/02/2021,08/11/2021,C501934,P1085,LW-AU-EYE-1085,ONLINE,WH-MAL-MAIN,Malaysia,Penang,online store,Debit Card,Completed,1,431.42,431.42,20,86.28,$345.14,134.8,8.08,Express,11,0.46,CMP0034,Flash Sale - All Markets 2021,No,-,No,Returning,196,In Stock,,Mass,18-24,Female,Email Campaign,Bronze,Tender Lift Eye Patch (100ml),Aurora Prestige,Eye Care,Eye Patch,Dryness,100,134.8,11/05/2020
T914661,04/01/2024,01/04/2024,09/01/2024,C506490,P1054,LW-CL-ANT-1054,ONLINE,WH-THA-MAIN,Thailand,Chiang Mai,Online Marketplace,DIGITAL WALLET,Completed,4,50.98,203.92,0,0,203.92,74.24,6.31,Standard,9,0,,,No,N/A,No,Returning,67,In Stock,,Mass,35-44,Male,Distributor B2B,Silver,Botanical Harmony Firming Serum (50ml),ClearDerm,Anti-Aging,Firming Serum,Aging/Wrinkles,50,18.56,18/07/2022
T903339,11/06/2022 0:00,11/06/2022,,C506289,P1072,LW-AU-BOD-1072,S109,WH-CHI-SHA,China,Beijing,RETAIL STORE,Debit Card,Completed,1,8.21,8.21,0,0,$8.21,3.18,0,Store Pickup,0,0,,,No,Unknown,No,Returning,700,In Stock,,VIP,45-54,Female,Retail Walk-in,Silver,Radiant Ritual Body Lotion (50ml),Aurora Prestige,Body Care,Body Lotion,Oiliness,50,3.18,09/01/2022
T904317,02/11/2022,11/02/2022,03/11/2022,C506289,P1104,LW-EC-TON-1104,S112,WH-CHI-MAIN,China,Beijing,Distributor,Bank Transfer,Completed,24,18.12,434.88,0,0,434.88,110.64,36.48,Freight (B2B),3,0,,N/A,No,N/A,No,New,583,In Stock,,VIP,45-54,,Retail Walk-in,Silver,Aqua Petal Essence Toner (100ml),EcoPure,Toner,Essence Toner,Oiliness,100,4.61,24/07/2022
T914004,18/06/2024,18-Jun-24,,C504874,P1034,LW-HE-BOD-1034,S102,WH-SOU-BUS,South Korea,Seoul,Retail Store,Debit Card,Completed,2,13.59,27.18,30,8.15,19.03,11.16,0,Store Pickup,0,0,CMP0028,6.6 Mega Sale 2024,No,,No,New,276,In Stock,,Mass,45-54,Female,Referral,Platinum,Velvet Recovery Body Lotion (200ml),Herbal Roots,Body Care,Body Lotion,Uneven Texture,200,5.58,08/06/2022
T904681,"December 26, 2023",12/26/2023,01/02/2024,C500491,P1012,LW-SE-FAC-1012,ONLINE,WH-JAP-MAIN,Japan,Nagoya,Online Marketplace,Digital Wallet,Completed,1,6.37,6.37,0,0,6.37,1.86,3.44,Standard,9,0,,-,No,,No,Returning,441,In Stock,,Mass,18-24,Non-binary,Email Campaign,Gold,Fresh Shield Wash-off Mask (15ml),Seoul Glow,Face Mask,Wash-off Mask,Hyperpigmentation,15,1.86,21/03/2023
T904960,06/23/2024,23/06/2024,24-Jun-24,C500318,P1016,LW-SE-FAC-1016,ONLINE,WH-MAL-MAIN,Malayasia,Kuala Lumpur,E-commerce,Credit Card,Completed,5,80.94,404.7,0,0,404.7,121.7,3.64,Express,2,0,,-,No,Unknown,No,Returning,738,In Stock,4,Premium,25-34,Female,Affiliate,Gold,Botanical Essence Sheet Mask (200ml),Seoul Glow,Face Mask,Sheet Mask,Sensitivity,200,24.34,17/05/2023
T909682,"February 23, 2021","February 23, 2021",28/02/2021,C501823,P1044,LW-HE-SER-1044,ONLINE,WH-UNI-MAIN,United States,New York,e-commerce,Digital Wallet,Completed,1,353.88,353.88,30,$106.16,247.72,143.47,7.82,Express,10,3.49,CMP0009,Lunar New Year Radiance 2021,No,,No,Returning,507,In Stock,4,Mass,25-34,Unknown,Email Campaign,Bronze,Luminous Petal Repair Ampoule (400ml),Herbal Roots,Serum,Repair Ampoule,Hyperpigmentation,400,143.47,05/12/2019
T905409,"January 03, 2023",01/03/2023,01/10/2023,C503118,P1023,LW-HE-ANT-1023,ONLINE,WH-MAL-MAIN,Malaysia,Penang,Online Marketplace,Bank Transfer,Completed,1,20.03,20.03,0,-11.10025124,20.03,6.41,8.98,Express,12,0,,N/A,No,,No,Returning,220,In Stock,5,Mass,25-34,Female,Affiliate,Silver,Silk Bloom Firming Serum (15ml),Herbal Roots,Anti-Aging,Firming Serum,Uneven Texture,15,6.41,28/01/2020
T901277,13-Apr-21,13/04/2021,16/04/2021,C506788,P1028,LW-HE-ANT-1028,ONLINE,WH-IND-MAIN,Indonesia,Jakarta,E-commerce,Credit Card,Completed,1,$356.79,356.79,5,17.84,338.95,161.89,$8.64,Standard,8,0,,None,No,Unknown,No,Returning,716,In Stock,,Premium,25-34,Female,Organic Search,Bronze,Silk Essence Wrinkle Cream (400ml),Herbal Roots,Anti-Aging,Wrinkle Cream,Acne,400,161.89,02/07/2020
T921144,"August 28, 2021",28/08/2021,,C502730,P1029,LW-HE-ANT-1029,S106,WH-JAP-OSA,Japan,Nagoya,Retail Store,DEBIT CARD,Returned,1,168.32,168.32,0,0,168.32,43.52,0,Store Pickup,0,0,CMP0041,Retargeting - All Markets 2021,Yes,Skin Irritation / Allergic Reaction,No,New,45,In Stock,,Premium,18-24,Male,Marketplace Search,None,Silk Essence Wrinkle Cream (100ml),Herbal Roots,Anti-Aging,Wrinkle Cream,Acne,100,43.52,02/07/2020
T903946,02/03/2024,02/03/2024,03/06/2024,C500602,P1107,LW-EC-ACN-1107,ONLINE,WH-SOU-MAIN,"Korea, South",Busan,Online Marketplace  ,Credit Card,Completed,1,$126.43,126.43,0,0,126.43,40.89,3.1,Standard,5,0,,N/A,No,,No,Returning,0,Out of Stock,4,Mass,35-44,F,Retail Walk-in,Gold,Soothe Recovery Spot Treatment (200ml),EcoPure,Acne Care,Spot Treatment,Redness,200,40.89,11/03/2020
T908525,16/11/2023 0:00,16/11/2023,21-Nov-23,C502251,P1027,LW-HE-SUN-1027,S121,WH-VIE-MAIN,Vietnam,Ho Chi Minh City,Distributor,Bank Transfer,Completed,12,94.94,1139.28,0,0,1139.28,337.68,13.34,Freight (B2B),7,0,,None,No,-,No,Returning,336,In Stock,5,Mass,45-54,FEMALE,Email Campaign,Silver,Luminous Essence Sun Cream (400ml),HERBAL ROOTS,Sunscreen,Sun Cream,Pores,400,28.14,15/02/2022
T901116,12/01/2021,"December 01, 2021",08/12/2021,C503582,P1039,LWHECLE1039,ONLINE,WH-PHI-MAIN,Philippines,Manila,E-commerce,Debit Card,Returned,3,7,21,5,1.05,19.95,6.36,6.28,Same-Day,12,0,,None,Yes,Product Damaged in Transit,No,Returning,769,In Stock,,Premium,18-24,Female,Distributor B2B,Silver,Dewy Ritual Cleansing Balm (50ml),Herbal Roots,Cleanser,Cleansing Balm,Uneven Texture,50,2.12,03/06/2020
T917646,07/02/2024,02/07/2024,08/07/2024,C502305,P1070,LW-CL-FAC-1070,ONLINE,WH-PHI-MAIN,Phillipines,Cebu City,Online Marketplace,Bank Transfer,Processing,2,137.41,274.82,0,0,274.82,78.44,8.96,Standard,8,0,,,No,N/A,No,New,128,In Stock,,Premium,25-34,Female,Affiliate,Bronze,Botanical Petal Sleeping Pack (400ml),ClearDerm,Face Mask,Sleeping Pack,Oiliness,400,39.22,01/08/2021
T909522,12/05/2024,05/12/2024 0:00,09-Dec-24,C501218,P1058,LW-CL-BOD-1058,ONLINE,WH-PHI-MAIN,Philippines,Manila,E-commerce,Cash on Delivery,completed,2,14.5,29,5,1.45,27.55,12.44,8.86,Standard,6,0,,,No,N/A,No,New,483,In Stock,2,Premium,25-34,N/A,Affiliate,Silver,Silk Harmony Hand Cream (250ml),ClearDerm,Body Care,Hand Cream,Acne,250,6.22,02/01/2020
T921994,"April 26, 2022",04/26/2022,02/05/2022,C506864,P1118,LW-EC-SER-1118,ONLINE,WH-IND-MAIN,Indonesia,Jakarta,E-commerce,Credit Card,Pending,-2,226,452,0,0,452,183.18,8.94,Standard,10,0,,N/A,No,,No,Returning,403,In Stock,,Premium,25-34,Male,Paid Social,Bronze,Botanical Balance Brightening Serum (250ml),EcoPure,Serum,Brightening Serum,Sensitivity,250,91.59,27/05/2021
T914297,04/17/2022,17/04/2022,20/04/2022 0:00,C501888,P1085,LW-AU-EYE-1085,ONLINE,WH-JAP-MAIN,Japan,Tokyo,E-commerce,Debit Card,Returned,-2,$431.42,862.84,10,86.28,$776.56,269.6,2.25,Express,7,0,,-,Yes,-,No,Returning,111,In Stock,5,  Mass,25-34,Female,Distributor B2B,Bronze,Tender Lift Eye Patch (100ml),  Aurora Prestige,Eye Care,Eye Patch,Dryness,100,134.8,11/05/2020
T907916,18/11/2022,18-Nov-22,"November 24, 2022",C501919,P1069,lw-cl-fac-1069,ONLINE,WH-SOU-MAIN,South Korea,Seoul,Social Commerce,CREDIT CARD,Returned,3,29.61,88.83,0,0,88.83,26.1,4.81,Standard,10,0,,None,Yes,Ordered by Mistake,No,Returning,44,In Stock,,Mass,25-34,Male,Influencer,None,Botanical Petal Sleeping Pack (100ml),ClearDerm,Face Mask,Sleeping Pack,Oiliness,100,8.7,01/08/2021
T922385,23/01/2023,23/01/2023,"January 29, 2023",C500420,P1073,LW-AU-BOD-1073,ONLINE,WH-CHI-MAIN,China,Beijing,Online Marketplace,Credit Card,Completed,3,55.84,167.52,0,0,167.52,46.92,7.43,Standard,8,0,,N/A,No,-,No,Returning,197,In Stock,5,Mass,45-54,Female,Organic Search,None,Radiant Ritual Body Lotion (250ml),Aurora Prestige,Body Care,Body Lotion,Oiliness,250,15.64,09/01/2022
T902272,01-Sep-22,01/09/2022,"September 04, 2022",C502918,P1071,LW-CL-FAC-1071,ONLINE,WH-CHI-MAIN,  China,Beijing,Social Commerce,Digital Wallet,Completed,2,11.49,$22.98,0,0,22.98,5.96,8.93,Same-Day,6,2.04,CMP0051,Flash Sale - All Markets 2022,No,,No,New,206,In Stock,,Mass,45-54,Female,Email Campaign,None,Botanical Petal Sleeping Pack (30ml),ClearDerm,Face Mask,Sleeping Pack,Oiliness,30,2.98,01/08/2021
T921903,16-Jun-22,06/16/2022,18-Jun-22,C506268,P1107,LW-EC-ACN-1107,ONLINE,WH-CHI-MAIN,china,Beijing,Social Commerce,Credit Card,Pending,1,126.43,126.43,30,37.93,88.5,40.89,8.56,Standard,7,0.82,CMP0012,6.6 Mega Sale 2022,No,N/A,No,Returning,11,Low Stock,,Mass,25-34,Female,Marketplace Search,Silver,Soothe Recovery Spot Treatment (200ml),EcoPure,  Acne Care,Spot Treatment,Redness,200,40.89,11/03/2020
T904253,"May 16, 2024",16/05/2024,"May 17, 2024",C505801,P1096,LW-EC-ANT-1096,ONLINE,WH-CHI-MAIN,China,Beijing,E-commerce,Bank Transfer,Processing,2,172.37,344.74,0,0,344.74,97.6,8.81,Standard,2,0,,N/A,No,,No,Returning,539,In Stock,,Mass,35-44,Other,Referral,Bronze,Silk Complex Collagen Ampoule (100ml),EcoPure,Anti-Aging,Collagen Ampoule,Uneven Texture,100,48.8,14/10/2021
T905293,04-Jun-24,04/06/2024,"June 08, 2024",C506184,P1031,LW-HE-FAC-1031,ONLINE,WH-VIE-MAIN,Vietnam,Hanoi,E-commerce,Cash on Delivery,Pending,3,21.07,63.21,0,0,63.21,18.51,3.41,Standard,5,0,,N/A,No,-,No,New,54,In Stock,,Mass,25-34,Female,Referral,None,Tender Petal Sheet Mask (50ml),Herbal Roots,Face Mask,Sheet Mask,Dryness,50,6.17,03/03/2019
T908270,23-Apr-24,23/04/2024,29/04/2024,C502495,P1116,LW-EC-SER-1116,ONLINE,WH-THA-MAIN,Thailand,Chiang Mai,Online Marketplace,Debit Card,Completed,3,437.27,1311.81,0,0,1311.81,400.08,5.19,Same-Day,8,0,,,No,-,No,New,101,In Stock,,Mass,35-44,Female,Email Campaign,Bronze,Fresh Infusion Vitamin C Serum (400ml),EcoPure,Serum,Vitamin C Serum,Sensitivity,400,133.36,08/08/2022
T907768,20/06/2024,06/20/2024,,C503972,P1050,LW-CL-FAC-1050,S110,WH-CHI-BEI,China,Guangzhou,Retail Store,Digital Wallet,Completed,3,33.05,99.15,30,29.74,69.41,27.15,$0.00,Store Pickup,0,0,CMP0028,6.6 Mega Sale 2024,No,N/A,No,Returning,520,In Stock,6,Mass,35 - 44,Female,Marketplace Search,None,Fresh Ritual Peel-off Mask (100ml),ClearDerm,Face Mask,Peel-off Mask,Uneven Texture,100,9.05,01/07/2019
T915986,30/12/2022,30/12/2022,,C505578,P1075,LW-AU-MOI-1075,S119,WH-VIE-HO ,Vietnam,Hanoi,Retail Store,Digital Wallet,Cancelled,2,34.18,68.36,0,0,68.36,17.5,0,Store Pickup,0,0,,,No,,Yes,Returning,559,In Stock,,VIP,25-34,Female,Distributor B2B,Silver,Silk Veil Cream (50ml),Aurora Prestige,Moisturizer,Cream,Dryness,50,8.75,22/08/2020
T905582,08/19/2021,19-Aug-21,,C505955,P1082,LW_AU_CLE_1082,S131,WH-IND-SUR,Indonesia,Surabaya,Retail Store,Credit Card,Completed,2,70.21,140.42,0,0,140.42,36.42,0,Store Pickup,0,0,CMP0041,Retargeting - All Markets 2021,No,-,No,Returning,773,In Stock,,Mass,25-34,FEMALE,Affiliate,Gold,Dewy Recovery Cleansing Balm (200ml),Aurora Prestige,Cleanser,Cleansing Balm,Redness,200,18.21,24/03/2020
T900594,07/30/2022,30/07/2022 0:00,,C500043,P1049,LW-CL-EYE-1049,S120,WH-VIE-HAN,Vietnam,Ho Chi Minh City,Retail Store,Digital Wallet,Completed,1,162.86,162.86,0,0,162.86,54.61,0,Store Pickup,0,0,,None,No,N/A,No,New,759,In Stock,,Mass,25-34,Male,Paid Social,None,Renew Bloom Eye Serum (150ml),ClearDerm,Eye Care,Eye Serum,Pores,150,54.61,02/05/2020
T906622,09/09/2023,09/09/2023,,C507090,P1048,LW-CL-FAC-1048,S102,WH-SOU-BUS,South Korea,Seoul,Retail Store,Cash on Delivery,Completed,5,$70.48,352.4,0,0,352.4,105.05,0,Store Pickup,0,0,,,No,-,No,New,287,In Stock,,Mass,25-34,Male,Paid Social,Bronze,Silk Bloom Sleeping Pack (250ml),ClearDerm,Face Mask,Sleeping Pack,Aging/Wrinkles,250,21.01,25/02/2021
T922704,"November 29, 2021",11/29/2021,06/12/2021,C507327,P1119,LW-EC-SER-1119,ONLINE,WH-TAI-MAIN,Taiwan,Taipei,E-commerce,Debit Card,Completed,2,15.74,31.48,0,0,31.48,11.16,2.13,Standard,8,0,,-,No,-,No,Returning,256,In Stock,,Mass,25-34,Female,Referral,None,Botanical Balance Brightening Serum (15ml),EcoPure,Serum,Brightening Serum,Sensitivity,15,5.58,27/05/2021
T923096,19/09/2024,19/09/2024,24-Sep-24,C505206,P1058,LW-CL-BOD-1058,ONLINE,WH-SOU-MAIN,South Korea,Incheon,E-commerce,Credit Card,Completed,2,14.5,29,0,0,29,12.44,7.27,Standard,10,1.29,CMP0085,Retargeting - South Korea 2024,No,,No,Returning,125,In Stock,,Mass,35-44,Male,Marketplace Search,Silver,Silk Harmony Hand Cream (250ml),ClearDerm,Body Care,Hand Cream,Acne,250,6.22,02/01/2020
T915532,06/04/2024,06/04/2024,09/04/2024,C506424,P1002,LW-SE-MOI-1002,ONLINE,WH-THA-MAIN,Thailand,Bangkok,Social Commerce,Bank Transfer,Completed,1,30.39,30.39,0,0,30.39,10.1,6.73,Standard,8,0,,-,No,-,No,Returning,17,Low Stock,,Mass,18-24,Female,Distributor B2B,Bronze,Fresh Elixir Gel Cream (100ml),Seoul Glow,Moisturizer,Gel Cream,Aging/Wrinkles,100,10.1,18/12/2023
